0.577913579971265,4.82489932000256E-14
0.8103011856938493,1.3940693470754484E-13
1.065927551988692,2.460891289198625E-13
1.3471165549130188,3.394249738126983E-13
1.6564244581297785,3.965816301698403E-13
1.9966631516682143,4.1775712889988677E-13
2.3709257145604936,4.167877265697349E-13
2.782614533742001,4.1079847720710554E-13
3.235472234841659,4.036306665353112E-13
3.733615706051283,3.959716120830492E-13
4.281573524381869,3.8966748523007065E-13
4.884327124545514,3.852655050578968E-13
5.547356084725524,3.8364013246706505E-13
6.2766879409235345,3.8273637662769855E-13
7.078952982741346,3.8463942052263713E-13
7.961444528740939,3.8717551802067576E-13
8.932185229340492,3.8647441249621437E-13
10,3.850171665089873E-13
