...,...,...,...
145,1.9531249999999951,1.953125,4.884981308350689E-15
146,15.625000000000009,15.625,-8.881784197001252E-15
147,52.734375000000014,52.734375,-1.4210854715202004E-14
148,124.99999999999999,125,1.4210854715202004E-14
149,15.624999999999993,15.625,7.105427357601002E-15
150,15.625000000000012,15.625,-1.2434497875801753E-14
151,15.624999999999972,15.625,2.842170943040401E-14
152,15.625000000000048,15.625,-4.796163466380676E-14
153,0,0,0
154,1.953125000000012,1.953125,-1.199040866595169E-14
155,15.624999999999972,15.625,2.842170943040401E-14
156,52.73437500000004,52.734375,-4.263256414560601E-14
157,124.99999999999999,125,1.4210854715202004E-14
158,52.734375000000036,52.734375,-3.552713678800501E-14
159,52.73437499999996,52.734375,4.263256414560601E-14
160,52.73437500000001,52.734375,-7.105427357601002E-15
161,52.73437499999997,52.734375,2.842170943040401E-14
162,0,0,0
163,1.9531249999999818,1.953125,1.8207657603852567E-14
164,15.624999999999998,15.625,1.7763568394002505E-15
165,52.73437500000006,52.734375,-5.684341886080802E-14
...,...,...,...
